"rating","reviewContext/null","text","name"
,,"Nice people","Kim Faulk"
,,,"Billy Phillips"
,"Yes",,"Haley Campbell"
,,"Jobs treated my real estate clients like family. Multiple projects. They have been nothing but happy and satisfied the whole time. He does much more than electrical jobs. 👍👍","Chris Hewett"
,,"Hicks Electrical Services is phenomenal! Answered his phone, was communicative and knowledgeable. Josh added can lights to almost every room in my house, installed fans, chandeliers, kitchen lights, replaced receptacles and switches, installed a new bathroom exhaust fan light combo and more. 20/10 recommend. His pricing is fair and I am extremely happy with the quality of work!!!","Elise Stevens"
,,"Great quality service, treats you like family","Kevin McKinstry"
,"Yes","GREAT QUALITY SERVICE AND PROMPT! I CALLED AND WITHIN 30 MIN HE WAS AT MY LOCATION TO HELP ME.  HAD TO GET PARTS TO FIX THE PROBLEM AND WITHIN 45 MIN OF ME GETTING BACK HE HAD IT FIXED! HE CHECKED EVERYTHING TO MAKE SURE IT HAD NOT DAMAGED ANYTHING ELSE AND DISCUSSED WHAT HAD WENT WRONG THAT CAUSED THE PROBLEM FROM THE START.  I WAS REALLY IMPRESSED WITH THE QUALITY WORK AND HIS PROFESSIONALISM.  WOULD RECOMMEND TO ANYONE!","Toria Sims"
,,,"L S"
,,"I’m always willing to help how I can, I have plenty of fellow professionals to call when I need help with a project that’s too great for myself. Thanks for your feedback and consideration.","Bruce C"
,,"Guess I will be the first to review.. he's not ready to do anything except what he is doing right now... no help","Tim Collins"
,,"We’ve had several jobs completed by Southern Spark.  All have been seen to with promptness, fair and honest priced, and completely finished exactly how we liked.  This is our “go to” company to have things done! You can completely trust them to do the job right the first time!","casey young"
,,"Eric showed up for appointment exactly when he said he would and provided a quote in a very timely manner. It was to install multiple light fixtures, ceiling fans, bathroom heat/fans, additional outlets and light switches. Quite a bit of work. Price was reasonable and he had it knocked out in just a few days.
I was dealing with multiple contractors on a house renovation and Eric was one of the easiest, most dependable and professional ones I had the pleasure to deal with.
Highly recommend Eric and Holcombe Electric.","Belinda Amedee"
,"Yes","Quality job, fair price, completed on time. Would definitely recommend.","Donna Goldsmith"
,,,"Philip Girdlestone"
,,"My family and I have used Eric for several years, and I would highly recommend him to anyone needing anything electrical.","hunter doyal"
,,"Massey electric is great!  Very prompt service and Corey is excellent at diagnosing the problem and making it work. I highly recommend his company.","jodi burgess"
,"Yes","On time, professional, deciphered my problem very fast and effectively, 5 stars was not enough for this review, would HIGHLY  recommend Chris for all your electrical needs.. outstanding","Red Barron"
,,,"Aidan Farms"
,,"Positive experience! Outstanding customer service.  We hired Mr. Luster through Angie’s list and are so happy we did. Not only does he offer fair prices, he was on time, and finished the job in a timely manner. He installed several new outlets along with installing new exterior lights. If we ever need any electrical work,  he will be our first call.","Bre Muro"
,,"I’ve hired Chris Luster several times for miscellaneous electrical work around the house, hanging TV wall mounts, helping with a Nest installation, etc. and have always been very satisfied with his work, price, and professional attitude. Unfortunately, my most recent experience was the exact opposite. I don’t know if there was a misunderstanding regarding what materials would be available at our house, but Chris chose to get an attitude with me instead of trying to find out what happened. I had simply asked him to come troubleshoot a light in our laundry room and I did not know if we had a wiring problem or what parts might be required to either repair the existing fixture or replace it with a new one. Chris said it was an old fixture and needed to be replaced and that he doesn’t keep them in his truck. I told him I could go pick one up and he clearly became frustrated that we didn’t already have one. He said “this is messed up” and “we drove a long way out here”. That’s when I said I’d pay him for a service call so they can be on their way. I don’t understand how someone could be so unprofessional with a long standing and well established customer. Sorry Chris but you lost me as a customer today.","Brad Turner"
,,"Highly recommend them!!!!great work!!! They did my house an it looks amazing.","Guadalupe Lozano"
