about,area_service,booking_appointment_link,borough,business_status,category,cid,city,country,country_code,email_1,email_1.emails_validator.status,email_1.emails_validator.status_details,facebook,full_address,google_id,h3,kgmid,latitude,location_link,location_reviews_link,logo,longitude,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,phone.whitepages_phones.fastbackgroundcheck,phone_1,phone_1.phones_enricher.carrier_name,phone_1.phones_enricher.carrier_type,phone_1.whitepages_phones.address,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_1.whitepages_phones.source_url,photo,photos_count,place_id,postal_code,query,rating,reviews,reviews_id,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,state,street,street_view,subtypes,time_zone,type,us_state,verified,working_hours,working_hours_old_format,color1,color2
{},True,,,OPERATIONAL,Electrician,1.63376e+19,,,,gadsdenelectricllc@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/gadsdenelectric/,,0x888a138a2c92d5c5:0xe2baef85eb8e1199,8944eb8d24fffff,/g/11q_7w9hhm,33.9921756,"https://www.google.com/maps/place/Gadsden+Electric/@33.992175599999996,-86.26073749999999,14z/data=!4m8!1m2!2m1!1sGadsden+Electric!3m4!1s0x888a138a2c92d5c5:0xe2baef85eb8e1199!8m2!3d33.992175599999996!4d-86.26073749999999","https://www.google.com/maps/place/Gadsden+Electric/@33.992175599999996,-86.26073749999999,13.99z/data=!4m16!1m7!3m6!1s0x888a138a2c92d5c5:0xe2baef85eb8e1199!2sGadsden+Electric!8m2!3d33.992175599999996!4d-86.26073749999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888a138a2c92d5c5:0xe2baef85eb8e1199!8m2!3d33.992175599999996!4d-86.26073749999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-8ikRvUHJJME/AAAAAAAAAAI/AAAAAAAAAAA/yfgNusj5QrM/s44-p-k-no-ns-nd/photo.jpg,-86.2607375,Gadsden Electric,Gadsden Electric,,,103253325756018797251,https://www.google.com/maps/contrib/103253325756018797251,Gadsden Electric,+1 256-504-6626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,12565046626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,"1745 Whisenant Rd, Attalla, Al 35954-8768",person,Jordan Michael Morris,Mobile,https://www.zabasearch.com/phone/2565046626/,https://lh5.googleusercontent.com/p/AF1QipPtq7omuDXAruPuYsOwco5OXilulKoMXigwzR5m=w800-h500-k-no,35,ChIJxdWSLIoTiogRmRGO64XvuuI,,"electrician, 35983, Leesburg, AL, US",5.0,24.0,-2.1091101170080108e+18,"https://search.google.com/local/reviews?placeid=ChIJxdWSLIoTiogRmRGO64XvuuI&q=electrician,+35983,+Leesburg,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,24.0,,,https://lh5.googleusercontent.com/p/AF1QipPtq7omuDXAruPuYsOwco5OXilulKoMXigwzR5m=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,#7f7f7f,#6a6a6a
{},False,,,OPERATIONAL,Electrician,9.20644e+18,Cedar Bluff,United States of America,US,drw3129@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/people/Donnie-Weaver-Electric-LLC/100064000421105/,"330 County Rd 49, Cedar Bluff, AL 35959",0x62ee5e1f8a5645ff:0x7fc3d5c33e64d5de,8944eb45293ffff,/g/11t3vj090q,34.2442373,"https://www.google.com/maps/place/Donnie+Weaver+Electric%2C+LLC/@34.2442373,-85.72591779999999,14z/data=!4m8!1m2!2m1!1sDonnie+Weaver+Electric%2C+LLC!3m4!1s0x62ee5e1f8a5645ff:0x7fc3d5c33e64d5de!8m2!3d34.2442373!4d-85.72591779999999","https://www.google.com/maps/place/Donnie+Weaver+Electric%2C+LLC/@34.2442373,-85.72591779999999,13.99z/data=!4m16!1m7!3m6!1s0x62ee5e1f8a5645ff:0x7fc3d5c33e64d5de!2sDonnie+Weaver+Electric%2C+LLC!8m2!3d34.2442373!4d-85.72591779999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x62ee5e1f8a5645ff:0x7fc3d5c33e64d5de!8m2!3d34.2442373!4d-85.72591779999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-9SdbKJOxZJw/AAAAAAAAAAI/AAAAAAAAAAA/f2fsviVtqxw/s44-p-k-no-ns-nd/photo.jpg,-85.7259178,"Donnie Weaver Electric, LLC",Donnie Weaver Electric,,,112302695577667598586,https://www.google.com/maps/contrib/112302695577667598586,"Donnie Weaver Electric, LLC",+1 706-331-9654,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - GA,mobile,,17063319654,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - GA,mobile,"330 County Road 49, Cedar Bluff, Al 35959-4431",person,Donald R Weaver,Mobile,https://www.zabasearch.com/phone/7063319654/,https://lh5.googleusercontent.com/p/AF1QipOL2T-D3J4UAQF0VO1ThRJST6QCTdPCjKNUiErJ=w800-h500-k-no,11,ChIJ_0VWih9e7mIR3tVkPsPVw38,35959.0,"electrician, 35983, Leesburg, AL, US",5.0,1.0,9.20643709781756e+18,"https://search.google.com/local/reviews?placeid=ChIJ_0VWih9e7mIR3tVkPsPVw38&q=electrician,+35983,+Leesburg,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,1.0,Alabama,330 County Rd 49,https://lh5.googleusercontent.com/p/AF1QipOL2T-D3J4UAQF0VO1ThRJST6QCTdPCjKNUiErJ=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,#976777,#8c8c94
{},False,,,OPERATIONAL,Electrician,1.04859e+19,Albertville,United States of America,US,,,,,"378 Baker Rd, Albertville, AL 35951",0x888a067924bf1e8d:0x91858fa9d56ac637,8944eb0ce17ffff,/g/11cm0958t6,34.362205,"https://www.google.com/maps/place/Guy+Landau+Electric/@34.362204999999996,-86.128495,14z/data=!4m8!1m2!2m1!1sGuy+Landau+Electric!3m4!1s0x888a067924bf1e8d:0x91858fa9d56ac637!8m2!3d34.362204999999996!4d-86.128495","https://www.google.com/maps/place/Guy+Landau+Electric/@34.362204999999996,-86.128495,13.99z/data=!4m16!1m7!3m6!1s0x888a067924bf1e8d:0x91858fa9d56ac637!2sGuy+Landau+Electric!8m2!3d34.362204999999996!4d-86.128495!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888a067924bf1e8d:0x91858fa9d56ac637!8m2!3d34.362204999999996!4d-86.128495!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-0eriEPkWZxk/AAAAAAAAAAI/AAAAAAAAAAA/_3YNf1DN1wY/s44-p-k-no-ns-nd/photo.jpg,-86.128495,Guy Landau Electric,Guy Landau Electric,,,106259912033067814788,https://www.google.com/maps/contrib/106259912033067814788,Guy Landau Electric,+1 256-960-2455,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPTf09l9_u9r_zO-4ALHtBWtvm1PssJYEf9PHOg=w800-h500-k-no,8,ChIJjR6_JHkGiogRN8Zq1amPhZE,35951.0,"electrician, 35983, Leesburg, AL, US",,,,,,,,,,Alabama,378 Baker Rd,https://lh5.googleusercontent.com/p/AF1QipPTf09l9_u9r_zO-4ALHtBWtvm1PssJYEf9PHOg=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,,,#4484b4,#748e99
{},True,,,OPERATIONAL,Electrician,7.80104e+18,,,,gadsdenelectricllc@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/gadsdenelectric/,,0x888a139c344e1739:0x6c42dca4e45d7111,8944eb8e2c7ffff,/g/11q_01wpy4,33.9395175,"https://www.google.com/maps/place/Gadsden+Electric+LLC/@33.9395175,-86.3702674,14z/data=!4m8!1m2!2m1!1sGadsden+Electric+LLC!3m4!1s0x888a139c344e1739:0x6c42dca4e45d7111!8m2!3d33.9395175!4d-86.3702674","https://www.google.com/maps/place/Gadsden+Electric+LLC/@33.9395175,-86.3702674,13.99z/data=!4m16!1m7!3m6!1s0x888a139c344e1739:0x6c42dca4e45d7111!2sGadsden+Electric+LLC!8m2!3d33.9395175!4d-86.3702674!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888a139c344e1739:0x6c42dca4e45d7111!8m2!3d33.9395175!4d-86.3702674!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-3JiBmiYgCOw/AAAAAAAAAAI/AAAAAAAAAAA/NdQCmzDFyh4/s44-p-k-no-ns-nd/photo.jpg,-86.3702674,Gadsden Electric LLC,Gadsden Electric,,,101443345063370539953,https://www.google.com/maps/contrib/101443345063370539953,Gadsden Electric LLC,+1 256-504-6626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,12565046626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,"1745 Whisenant Rd, Attalla, Al 35954-8768",person,Jordan Michael Morris,Mobile,https://www.zabasearch.com/phone/2565046626/,https://lh5.googleusercontent.com/p/AF1QipO-OpO_LeFJSSw9UtesWbYNBoxpJF3MvKfC5-4P=w800-h500-k-no,26,ChIJORdONJwTiogREXFd5KTcQmw,,"electrician, 35983, Leesburg, AL, US",3.7,3.0,7.801040105323196e+18,"https://search.google.com/local/reviews?placeid=ChIJORdONJwTiogREXFd5KTcQmw&q=electrician,+35983,+Leesburg,+AL,+US&authuser=0&hl=en&gl=US",1.0,0.0,0.0,0.0,2.0,,,https://lh5.googleusercontent.com/p/AF1QipO-OpO_LeFJSSw9UtesWbYNBoxpJF3MvKfC5-4P=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,#7f7f7f,#646464
{},True,,,OPERATIONAL,Electrician,1.37557e+19,,,,gadsdenelectricllc@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/gadsdenelectric/,,0xa667793ced92c049:0xbee619f1253f50c0,8944eb1a0d3ffff,/g/11rv09q9_k,34.008458,"https://www.google.com/maps/place/Gadsden+Electric%2C+LLC/@34.008458,-86.05364449999999,14z/data=!4m8!1m2!2m1!1sGadsden+Electric%2C+LLC!3m4!1s0xa667793ced92c049:0xbee619f1253f50c0!8m2!3d34.008458!4d-86.05364449999999","https://www.google.com/maps/place/Gadsden+Electric%2C+LLC/@34.008458,-86.05364449999999,13.99z/data=!4m16!1m7!3m6!1s0xa667793ced92c049:0xbee619f1253f50c0!2sGadsden+Electric%2C+LLC!8m2!3d34.008458!4d-86.05364449999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0xa667793ced92c049:0xbee619f1253f50c0!8m2!3d34.008458!4d-86.05364449999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-3pLvUc_OOTg/AAAAAAAAAAI/AAAAAAAAAAA/Nj1W19L4fsk/s44-p-k-no-ns-nd/photo.jpg,-86.0536445,"Gadsden Electric, LLC",Gadsden Electric,,,111489709884412776111,https://www.google.com/maps/contrib/111489709884412776111,"Gadsden Electric, LLC",+1 256-504-6626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,12565046626,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,"1745 Whisenant Rd, Attalla, Al 35954-8768",person,Jordan Michael Morris,Mobile,https://www.zabasearch.com/phone/2565046626/,https://lh5.googleusercontent.com/p/AF1QipOGr94bH6mAw5z6Ybn1Q36Nn_lPBmOM-XZN03k4=w800-h500-k-no,9,ChIJScCS7Tx5Z6YRwFA_JfEZ5r4,,"electrician, 35983, Leesburg, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOGr94bH6mAw5z6Ybn1Q36Nn_lPBmOM-XZN03k4=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,#7f7f7f,#5d5d5d
{},True,,,OPERATIONAL,Electrician,1.79789e+19,,,,,,,,,0x888a1a85b35fd323:0xf981c22607e40258,8944eb0d337ffff,/g/11f3x65t1n,34.3509844,"https://www.google.com/maps/place/RBI+Electrical+Service+%26+repair/@34.3509844,-86.04777399999999,14z/data=!4m8!1m2!2m1!1sRBI+Electrical+Service+%26+repair!3m4!1s0x888a1a85b35fd323:0xf981c22607e40258!8m2!3d34.3509844!4d-86.04777399999999","https://www.google.com/maps/place/RBI+Electrical+Service+%26+repair/@34.3509844,-86.04777399999999,13.99z/data=!4m16!1m7!3m6!1s0x888a1a85b35fd323:0xf981c22607e40258!2sRBI+Electrical+Service+%26+repair!8m2!3d34.3509844!4d-86.04777399999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888a1a85b35fd323:0xf981c22607e40258!8m2!3d34.3509844!4d-86.04777399999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-vFIHPzwnnvU/AAAAAAAAAAI/AAAAAAAAAAA/G_RrzJadAyY/s44-p-k-no-ns-nd/photo.jpg,-86.047774,RBI Electrical Service & repair,Rbi Electrical Service And Repair,,,106277939067655828932,https://www.google.com/maps/contrib/106277939067655828932,RBI Electrical Service & repair,+1 256-558-1448,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMMrIAvx0Lm7GR4l5LhOYJFaDF8KYbGoaQU2dYu=w800-h500-k-no,9,ChIJI9Nfs4UaiogRWALkBybCgfk,,"electrician, 35987, Steele, AL, US",4.4,12.0,-4.6787941767289184e+17,"https://search.google.com/local/reviews?placeid=ChIJI9Nfs4UaiogRWALkBybCgfk&q=electrician,+35987,+Steele,+AL,+US&authuser=0&hl=en&gl=US",1.0,1.0,0.0,0.0,10.0,,,https://lh5.googleusercontent.com/p/AF1QipMMrIAvx0Lm7GR4l5LhOYJFaDF8KYbGoaQU2dYu=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Closed|Sunday:Closed,#cd6f31,#8c7c74
{},False,,,OPERATIONAL,Electrician,1.20917e+19,Notasulga,United States of America,US,,,,,"#2652, Notasulga, AL 36866",0x888c5d7ec3d32d49:0xa7ce5dede3bec349,8944ee313c7ffff,/g/11vqrydhyn,32.5805557,"https://www.google.com/maps/place/Brooks+Electrical+Company%2C+LLC/@32.5805557,-85.70786079999999,14z/data=!4m8!1m2!2m1!1sBrooks+Electrical+Company%2C+LLC!3m4!1s0x888c5d7ec3d32d49:0xa7ce5dede3bec349!8m2!3d32.5805557!4d-85.70786079999999","https://www.google.com/maps/place/Brooks+Electrical+Company%2C+LLC/@32.5805557,-85.70786079999999,13.99z/data=!4m16!1m7!3m6!1s0x888c5d7ec3d32d49:0xa7ce5dede3bec349!2sBrooks+Electrical+Company%2C+LLC!8m2!3d32.5805557!4d-85.70786079999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888c5d7ec3d32d49:0xa7ce5dede3bec349!8m2!3d32.5805557!4d-85.70786079999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-Q4IKT84B9Do/AAAAAAAAAAI/AAAAAAAAAAA/SAHoxxCfwSg/s44-p-k-no-ns-nd/photo.jpg,-85.7078608,"Brooks Electrical Company, LLC",Brooks Electrical Company,,,110273798068081083062,https://www.google.com/maps/contrib/110273798068081083062,"Brooks Electrical Company, LLC",+1 334-401-8113,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMEQMn2MiTFW79Ip8_0Omy6ifEAIueJTUcYJ2ts=w800-h500-k-no,20,ChIJSS3Tw35djIgRScO-4-1dzqc,36866.0,"electrician, 36023, East Tallassee, AL, US",5.0,3.0,-6.355038747863629e+18,"https://search.google.com/local/reviews?placeid=ChIJSS3Tw35djIgRScO-4-1dzqc&q=electrician,+36023,+East+Tallassee,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,Alabama,#2652,https://lh5.googleusercontent.com/p/AF1QipMEQMn2MiTFW79Ip8_0Omy6ifEAIueJTUcYJ2ts=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,,
"{""Service options"": {""Online estimates"": true, ""Onsite services"": true}}",False,,,OPERATIONAL,Electrician,1.50147e+18,Hazel Green,United States of America,US,,,,,"1686 W Limestone Rd, Hazel Green, AL 35750",0x886247b96a7dc8ed:0x14d6470529265124,892649a020bffff,/g/11jb0nb67g,34.9150499,"https://www.google.com/maps/place/Turner+Electric/@34.9150499,-86.6293992,14z/data=!4m8!1m2!2m1!1sTurner+Electric!3m4!1s0x886247b96a7dc8ed:0x14d6470529265124!8m2!3d34.9150499!4d-86.6293992","https://www.google.com/maps/place/Turner+Electric/@34.9150499,-86.6293992,13.99z/data=!4m16!1m7!3m6!1s0x886247b96a7dc8ed:0x14d6470529265124!2sTurner+Electric!8m2!3d34.9150499!4d-86.6293992!16s%2Fg%2F11ckvg1dmb!3m7!1s0x886247b96a7dc8ed:0x14d6470529265124!8m2!3d34.9150499!4d-86.6293992!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-FOigBG4fqPM/AAAAAAAAAAI/AAAAAAAAAAA/V7DTxllxX5w/s44-p-k-no-ns-nd/photo.jpg,-86.6293992,Turner Electric,Turner Electric,,,112534567829591758109,https://www.google.com/maps/contrib/112534567829591758109,Turner Electric,+1 256-679-7412,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNKcyahQnsFqY8v5dDapwwBz1iKgntDRy7nYBih=w800-h500-k-no,17,ChIJ7ch9arlHYogRJFEmKQVH1hQ,35750.0,"electrician, 35811, Huntsville, AL, US",3.8,5.0,1.5014656132654246e+18,"https://search.google.com/local/reviews?placeid=ChIJ7ch9arlHYogRJFEmKQVH1hQ&q=electrician,+35811,+Huntsville,+AL,+US&authuser=0&hl=en&gl=US",1.0,0.0,1.0,0.0,3.0,Alabama,1686 W Limestone Rd,https://lh5.googleusercontent.com/p/AF1QipNKcyahQnsFqY8v5dDapwwBz1iKgntDRy7nYBih=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""6AM-1:30PM""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:6AM-1:30PM,#0c78f0,#7c747c
{},True,,,OPERATIONAL,Electrician,1.82916e+19,,,,,,,,,0x8898ff808ff8eb73:0xfdd8b29db9de1edf,8944ebd99b3ffff,/g/11wqw5tpm_,33.756171,"https://www.google.com/maps/place/Absolute+Electric/@33.756171,-85.79543609999999,14z/data=!4m8!1m2!2m1!1sAbsolute+Electric!3m4!1s0x8898ff808ff8eb73:0xfdd8b29db9de1edf!8m2!3d33.756171!4d-85.79543609999999","https://www.google.com/maps/place/Absolute+Electric/@33.756171,-85.79543609999999,13.99z/data=!4m16!1m7!3m6!1s0x8898ff808ff8eb73:0xfdd8b29db9de1edf!2sAbsolute+Electric!8m2!3d33.756171!4d-85.79543609999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8898ff808ff8eb73:0xfdd8b29db9de1edf!8m2!3d33.756171!4d-85.79543609999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-GZtimM8B7nI/AAAAAAAAAAI/AAAAAAAAAAA/cowC3R_f8-s/s44-p-k-no-ns-nd/photo.jpg,-85.7954361,Absolute Electric,Absolute Electric,,,115174847363896449117,https://www.google.com/maps/contrib/115174847363896449117,Absolute Electric,+1 256-689-7625,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOTotH4IUpEHw7p3BoQ8Ol0kJFgDR9YTUiKQqth=w800-h500-k-no,68,ChIJc-v4j4D_mIgR3x7euZ2y2P0,,"electrician, 35959, Cedar Bluff, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOTotH4IUpEHw7p3BoQ8Ol0kJFgDR9YTUiKQqth=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""Closed""}",Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:9AM-5PM|Sunday:Closed,#b81717,#7c3c44
"{""From the business"": {""Identifies as Latino-owned"": true, ""Identifies as women-owned"": true}, ""Service options"": {""Online estimates"": true, ""Language assistance"": ""Spanish""}, ""Other"": {""Identifies as women-owned"": true, ""Identifies as Latino-owned"": true}}",True,,,OPERATIONAL,Electrician,3.85156e+18,,,,,,,,,0xadf11ee680f5c4cb:0x357380963a5ec428,8944c1a952bffff,/g/11wg44xbpb,33.731282,"https://www.google.com/maps/place/AART+Electrical+Services/@33.731282,-84.32788839999999,14z/data=!4m8!1m2!2m1!1sAART+Electrical+Services!3m4!1s0xadf11ee680f5c4cb:0x357380963a5ec428!8m2!3d33.731282!4d-84.32788839999999","https://www.google.com/maps/place/AART+Electrical+Services/@33.731282,-84.32788839999999,13.99z/data=!4m16!1m7!3m6!1s0xadf11ee680f5c4cb:0x357380963a5ec428!2sAART+Electrical+Services!8m2!3d33.731282!4d-84.32788839999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0xadf11ee680f5c4cb:0x357380963a5ec428!8m2!3d33.731282!4d-84.32788839999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-MoqwQ5LMtm8/AAAAAAAAAAI/AAAAAAAAAAA/qUAppXuwpUM/s44-p-k-no-ns-nd/photo.jpg,-84.3278884,AART Electrical Services,Aart Electrical Services,,,105413071061914678441,https://www.google.com/maps/contrib/105413071061914678441,AART Electrical Services,+1 404-579-3169,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNr3NwQzPzMeo1E7_5aMpofLwYCyTD2miklUgUi=w800-h500-k-no,18,ChIJy8T1gOYe8a0RKMReOpaAczU,,"electrician, 35966, Flat Rock, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNr3NwQzPzMeo1E7_5aMpofLwYCyTD2miklUgUi=w1600-h1000-k-no,"Electrician, Service establishment",America/New_York,Electrician,,1,"{""Monday"": ""7AM-4PM"", ""Tuesday"": ""7AM-4PM"", ""Wednesday"": ""7AM-4PM"", ""Thursday"": ""7AM-4PM"", ""Friday"": ""7AM-4PM"", ""Saturday"": ""7AM-12PM"", ""Sunday"": ""Closed""}",Monday:7AM-4PM|Tuesday:7AM-4PM|Wednesday:7AM-4PM|Thursday:7AM-4PM|Friday:7AM-4PM|Saturday:7AM-12PM|Sunday:Closed,#4ca4cc,#5494b4
